ID,Name,Age,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Rating
205138,F. Hasani,28,70,Right,1,4,3,6'2,165lbs,65,66,58,69,61,74,75,74,65,72,78,74,79,65,68,68,71,74,72,65,79,41,67,66,71,73,46,39,33,14,7,8,12,10,70
223570,J. Sambia,21,78,Right,1,4,3,6'1,161lbs,76,64,59,70,61,73,73,77,70,68,76,82,80,65,70,79,79,77,68,71,60,61,59,71,63,68,63,67,65,9,11,14,11,16,70
225106,Jorge Sáenz,21,80,Right,1,3,2,6'4,165lbs,52,35,67,70,46,59,32,49,60,65,64,66,57,64,65,52,80,84,78,41,70,68,49,71,45,66,64,71,65,7,14,7,8,11,70
241234,P. Mahlambi,20,84,Right,1,4,3,5'8,154lbs,65,70,43,69,51,74,56,52,54,72,88,83,62,53,77,55,54,61,49,61,48,33,66,68,62,51,41,41,37,11,6,13,11,8,70
180818,D. McGoldrick,30,70,Right,1,4,3,6'0,163lbs,63,69,67,70,66,72,68,69,67,73,66,68,74,70,76,67,67,76,68,64,57,25,71,67,78,75,36,27,19,15,7,10,10,9,70
192594,G. Kagelmacher,30,70,Right,1,2,2,6'0,172lbs,66,26,62,64,56,58,66,52,63,67,66,69,65,65,63,60,69,73,71,58,71,73,55,58,68,72,73,70,69,8,14,15,14,7,70
201299,N. Leali,25,74,Right,1,2,1,6'4,181lbs,14,13,11,12,16,13,18,17,13,23,33,32,34,64,32,24,70,27,65,17,30,25,12,35,17,60,20,13,19,72,70,58,64,73,70
203603,M. Pospíšil,27,70,Right,1,3,3,5'10,150lbs,59,50,56,68,50,75,64,67,67,73,71,59,81,74,78,53,81,65,57,56,58,51,63,74,63,70,32,54,55,11,9,11,8,13,70
215123,A. Aguerre,27,73,Right,1,2,1,5'11,176lbs,14,20,17,27,16,17,18,18,23,19,49,43,45,70,57,18,61,34,62,14,23,19,11,49,22,50,15,19,12,68,70,63,68,70,70
176211,M. Robak,35,70,Right,1,3,3,6'0,172lbs,36,72,69,56,64,65,51,54,47,68,60,55,68,66,67,72,73,55,83,58,62,41,75,64,75,72,29,19,25,15,7,7,15,7,70
191059,Javi Márquez,32,70,Left,2,2,3,5'10,159lbs,69,68,61,73,70,70,74,74,75,75,54,42,70,65,73,78,55,45,68,71,76,61,59,75,59,63,57,62,59,13,10,6,10,9,70
196435,C. Ramos,29,70,Right,1,3,2,6'0,172lbs,43,34,68,58,29,44,37,35,51,54,59,70,59,57,56,62,68,62,75,59,73,70,35,40,31,68,67,74,69,13,13,13,10,11,70
197716,T. Bunbury,28,70,Right,1,3,3,6'2,172lbs,63,70,61,63,63,69,66,58,55,68,74,76,70,66,56,73,72,72,78,61,72,27,69,60,67,66,34,42,32,16,6,16,7,10,70
199508,D. Cvetinović,29,70,Right,1,4,2,6'1,174lbs,58,41,66,60,37,53,58,41,55,56,63,66,63,64,61,60,75,75,80,46,78,66,34,31,53,65,70,69,67,14,16,11,13,13,70
219733,L. Ajorque,24,75,Left,1,2,3,6'5,181lbs,31,74,77,45,48,67,47,30,34,73,51,49,58,63,30,73,64,73,84,63,43,28,75,56,69,56,17,20,17,8,13,14,14,7,70
233301,R. Nissen Kristensen,20,79,Right,1,3,3,6'1,154lbs,66,53,65,67,49,65,68,36,66,67,75,76,66,69,59,73,73,87,74,49,70,67,67,63,45,72,66,66,64,10,9,9,6,10,70
186453,T. Hiariej,29,70,Right,1,4,3,5'10,163lbs,66,58,62,74,57,67,67,63,69,69,72,66,75,67,69,61,80,76,70,60,69,66,65,66,61,66,67,69,66,9,10,10,10,14,70
139862,J. Marveaux,35,70,Right,1,3,2,5'10,159lbs,60,40,65,67,34,58,53,40,66,63,49,52,63,68,70,67,71,74,71,66,73,71,63,62,65,70,70,71,73,8,8,13,10,6,70
205654,M. Kone,28,70,Right,1,3,3,5'11,157lbs,50,51,69,73,41,68,60,59,68,72,81,73,77,66,77,69,85,83,86,64,70,68,66,62,65,73,66,65,62,7,10,13,6,11,70
208470,F. Holland,27,70,Left,1,2,3,5'8,163lbs,68,38,62,63,34,65,64,59,62,69,74,73,76,66,82,59,78,79,67,50,70,63,47,47,49,67,69,73,72,11,13,13,8,13,70
213846,C. Suárez,31,70,Right,1,3,2,5'10,165lbs,62,32,71,64,35,39,39,39,64,58,59,76,35,68,57,45,81,68,71,31,73,68,54,35,50,57,69,69,70,9,12,9,7,14,70
163670,B. Safari,33,70,Left,2,2,3,5'11,163lbs,66,30,50,68,48,70,63,58,65,68,69,72,59,71,70,66,59,67,79,46,75,70,51,65,55,75,70,72,70,9,10,9,13,7,70
235863,M. Varnier,20,85,Right,1,5,2,6'1,181lbs,41,33,70,59,35,51,32,30,53,59,64,73,49,63,55,51,73,70,81,33,65,66,33,50,52,64,67,71,70,12,14,5,15,11,70
201304,B. Kadrii,26,70,Left,1,3,3,5'10,157lbs,62,69,59,63,65,72,64,63,48,73,84,84,83,67,78,71,83,73,70,63,78,51,67,64,45,64,48,57,53,8,12,12,10,13,70
207448,J. Paredes,30,70,Right,1,3,3,5'9,159lbs,62,33,57,65,43,69,56,27,67,67,76,81,90,74,85,66,71,76,61,59,55,70,40,52,52,72,68,69,67,16,15,7,14,15,70
207960,Aitor García,24,76,Right,1,3,3,5'9,159lbs,66,73,43,65,59,71,61,52,63,69,80,86,74,70,75,77,67,61,56,61,40,28,62,60,55,56,45,35,34,9,16,13,12,9,70
216408,L. Spalvis,23,77,Left,1,4,3,6'2,172lbs,42,72,69,59,68,68,52,59,45,67,68,69,64,65,56,76,74,70,76,62,60,32,71,55,60,68,26,28,25,9,13,11,9,9,70
157528,M. Stoppelkamp,31,70,Right,1,2,3,5'11,165lbs,67,65,60,69,67,70,63,68,61,68,78,78,75,67,73,73,75,86,65,71,62,56,68,62,59,66,52,53,51,9,16,14,15,8,70
241240,T. Itō,21,81,Left,1,4,4,5'4,130lbs,70,47,31,62,58,83,68,44,45,76,93,69,95,74,96,62,55,53,28,46,21,25,59,69,41,60,17,26,32,10,13,5,12,13,70
178264,Nenê,34,70,Right,2,3,2,6'0,172lbs,47,73,74,65,72,59,66,62,45,65,46,59,63,67,70,70,90,48,85,61,80,20,75,55,71,80,19,30,22,4,4,4,4,4,70
183640,C. Strohdiek,30,70,Right,1,3,2,6'4,192lbs,28,18,72,51,17,33,28,22,34,46,36,34,37,66,39,33,52,39,88,11,76,64,34,36,35,56,69,73,69,16,10,10,9,14,70
204121,J. Brabec,25,73,Right,1,3,2,6'2,183lbs,54,42,72,61,51,56,39,29,60,68,53,54,61,67,52,67,54,61,76,56,72,66,52,58,49,70,71,71,69,10,12,6,16,7,70
210521,S. Çikalleshi,27,70,Right,1,4,3,6'1,176lbs,57,72,73,56,69,64,56,47,55,63,69,70,37,64,38,77,53,70,78,69,47,30,67,55,58,50,22,32,23,11,7,7,9,9,70
211033,L. García,25,75,Right,1,3,1,6'0,185lbs,17,19,20,31,12,19,15,20,24,23,46,49,32,60,55,22,70,40,71,17,24,30,18,60,23,49,14,12,17,71,71,67,70,70,70
148569,M. Wasilewski,38,70,Right,2,2,2,6'1,194lbs,64,47,76,57,37,37,53,65,53,46,32,36,30,61,32,78,53,31,87,52,90,69,49,43,69,65,64,66,70,6,16,14,7,6,70
222553,S. Griesbeck,27,70,Right,1,3,2,6'2,187lbs,52,39,67,67,41,57,40,41,67,65,54,54,56,66,52,59,55,85,82,53,74,67,46,55,46,65,72,69,71,7,12,12,11,13,70
229209,J. Benítez,26,70,Left,1,3,3,5'10,170lbs,63,69,51,63,50,73,52,32,65,70,81,80,80,66,67,70,58,68,73,69,62,36,69,59,59,68,44,24,20,12,11,10,11,10,70
230489,Diogildo Peixe,30,70,Right,1,4,3,5'11,157lbs,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,10,24,23,10,12,7,10,7,70
215130,N. Ibáñez,36,70,Right,1,2,1,6'1,187lbs,19,14,13,23,18,20,12,13,24,16,46,44,38,56,55,21,51,37,65,16,32,18,14,27,23,40,15,14,12,75,65,76,67,72,70
146011,I. Uche,34,70,Right,2,3,3,5'8,154lbs,60,70,60,61,73,68,49,43,51,69,74,72,86,65,67,75,88,58,77,61,51,34,71,61,67,72,31,20,31,12,16,15,8,8,70
173147,D. Dessena,31,70,Right,2,3,3,6'0,165lbs,66,55,67,69,68,70,66,64,66,68,69,55,71,68,67,73,67,78,68,78,82,74,68,67,56,70,68,74,76,4,4,4,4,4,70
176475,R. Ovelar,32,70,Right,1,4,3,5'11,179lbs,58,72,75,67,69,67,54,60,55,70,49,50,63,68,61,70,78,50,77,66,52,23,75,69,61,67,51,29,23,12,8,8,12,10,70
179547,V. Mannone,30,70,Right,1,3,1,6'2,176lbs,11,16,14,48,15,15,12,15,33,24,59,60,42,70,44,32,75,31,67,12,29,16,12,57,43,57,23,11,20,67,69,69,69,69,70
105308,J. Gillet,39,70,Left,2,2,1,5'11,190lbs,9,12,16,38,14,11,11,20,33,25,39,39,62,59,60,39,67,23,62,18,26,21,11,50,23,59,23,14,12,66,72,69,75,69,70
220509,L. Venuti,23,75,Right,1,3,2,5'9,146lbs,68,24,56,63,34,60,45,26,49,65,77,73,71,65,75,28,73,82,49,25,59,69,36,20,22,63,63,69,69,8,6,8,8,12,70
229469,J. Meneses,25,72,Right,1,3,3,5'4,128lbs,65,65,55,63,49,74,58,38,57,70,85,89,91,62,80,67,62,85,65,60,56,23,69,63,50,60,35,25,29,14,8,5,12,13,70
200542,G. Maniatis,31,70,Right,1,3,3,5'9,150lbs,70,53,62,67,48,63,64,58,67,67,66,68,67,74,65,70,67,65,69,62,75,73,58,60,65,63,70,68,65,10,8,7,13,13,70
212830,A. Mabil,22,78,Right,1,2,4,5'10,161lbs,68,59,33,62,48,75,62,60,47,73,93,92,85,65,72,60,56,68,43,44,35,25,65,57,53,60,37,23,20,16,12,18,13,12,70
236382,M. Olivera,26,73,Left,1,3,3,5'11,159lbs,74,50,55,68,38,74,65,68,58,74,75,68,68,62,62,64,60,67,67,66,64,64,56,44,52,66,72,72,72,10,7,10,14,6,70
198751,J. Madueña,28,70,Right,1,3,3,5'10,172lbs,76,42,63,70,48,77,63,45,64,74,79,84,76,58,67,60,69,81,73,42,73,64,59,73,56,64,50,69,68,14,12,7,6,8,70
221791,R. Kurzawa,25,73,Left,1,2,3,6'0,161lbs,73,59,50,72,60,72,73,67,70,71,51,65,72,69,66,68,60,67,59,72,39,59,68,74,55,71,61,65,63,9,15,9,9,8,70
223071,F. Pellegrino,32,70,Right,1,2,1,6'6,198lbs,16,17,16,28,15,15,19,22,25,25,36,37,28,62,52,20,57,30,67,15,19,19,12,36,24,34,14,16,15,68,76,57,71,69,70
235103,N. Ampomah,22,77,Right,1,5,3,5'9,150lbs,61,62,32,62,56,77,59,34,49,74,88,84,90,65,76,72,87,72,62,60,58,23,62,61,40,68,25,32,16,15,8,9,7,10,70
218208,C. Fuentes,25,74,Right,1,3,3,5'7,163lbs,57,54,68,72,37,63,48,54,68,64,78,67,70,67,76,67,73,85,76,58,67,71,52,48,49,61,66,68,63,11,6,13,9,8,70
225632,O. Burke,21,81,Right,1,3,3,6'2,163lbs,63,67,44,65,48,74,62,38,55,69,85,94,70,65,69,70,50,60,79,53,59,34,64,59,42,64,34,38,27,13,11,7,7,15,70
188000,Sandro Manoel,29,70,Right,1,3,2,5'9,154lbs,70,43,54,69,42,59,69,77,65,66,70,67,71,69,62,72,73,92,79,67,74,68,31,63,55,64,62,71,63,13,8,13,8,13,70
226401,K. Dowell,20,83,Left,1,3,3,6'1,176lbs,64,68,52,71,58,74,60,69,67,71,63,64,69,60,71,68,48,52,56,73,48,33,64,73,64,70,45,46,52,8,13,7,14,8,70
233825,N. Leguizamón,23,79,Right,1,3,3,5'11,165lbs,35,70,71,60,66,69,41,33,51,66,74,73,73,67,60,73,77,75,79,61,70,18,69,39,55,72,25,21,25,8,11,5,10,13,70
205410,G. Espinoza,28,70,Right,1,3,3,5'10,170lbs,64,53,55,72,48,69,78,75,68,70,70,47,72,67,66,74,59,81,74,71,84,63,65,72,55,67,58,61,59,11,11,9,12,13,70
235874,A. Balić,20,77,Right,1,3,3,5'11,154lbs,68,50,50,76,58,74,66,60,76,78,63,52,68,60,66,66,50,62,55,68,48,54,58,70,45,68,51,57,58,5,6,14,11,12,70
210787,M. Dos Santos,28,70,Right,1,3,2,6'0,168lbs,52,37,67,66,32,39,53,43,56,64,54,59,63,66,61,52,79,67,78,33,79,71,42,41,46,68,51,74,72,8,14,6,13,12,70
230243,Breno Bemposta,34,70,Right,1,3,2,5'9,172lbs,56,41,66,69,46,67,74,75,65,74,49,50,62,71,50,72,55,77,74,76,51,66,61,67,74,69,74,77,60,14,8,15,8,18,70
179811,B. Capon,30,70,Right,1,3,3,5'11,159lbs,74,66,59,66,61,66,60,69,62,64,74,76,78,68,74,72,76,85,64,63,64,67,68,68,65,72,70,69,67,13,15,9,16,14,70
240740,C. Hudson-Odoi,17,87,Right,1,3,4,5'10,165lbs,62,60,53,69,52,77,63,64,63,72,86,84,84,62,71,60,54,57,69,57,50,23,61,63,55,64,22,33,36,14,13,11,15,5,70
205157,Ruiz de Galarreta,24,75,Right,1,3,3,5'9,152lbs,53,56,51,75,61,66,58,45,72,72,62,65,75,65,78,62,48,70,58,63,70,64,58,73,47,62,66,69,65,12,6,13,7,12,70
232293,V. Osimhen,19,82,Right,1,4,3,6'1,172lbs,41,69,69,62,66,66,59,39,34,67,75,76,68,64,67,71,75,59,67,65,48,19,71,53,65,58,18,23,20,14,14,10,9,6,70
241509,Mauro Júnior,19,82,Left,1,3,3,5'7,137lbs,65,61,45,67,61,72,65,74,55,77,82,78,83,62,74,60,51,61,33,55,34,43,65,73,55,64,48,45,38,7,14,6,13,8,70
214118,M. Casierra,32,70,Left,1,3,2,5'9,150lbs,73,28,73,56,28,52,27,29,54,57,78,80,77,76,76,62,85,80,72,57,68,68,50,36,36,62,73,64,60,8,12,7,8,7,70
225894,L. Cáceda,30,70,Right,1,2,2,6'3,196lbs,25,20,65,49,25,33,25,24,39,49,58,61,40,64,43,36,55,57,87,21,76,66,34,25,36,45,69,73,72,8,11,9,10,16,70
226662,B. Nieuwkoop,22,75,Right,1,3,3,5'11,159lbs,68,34,66,66,35,64,46,45,70,70,75,80,63,65,70,65,84,75,70,41,74,66,52,62,42,65,66,70,66,8,11,9,7,16,70
227174,M. Cash,20,81,Right,1,2,3,5'10,141lbs,67,62,42,67,46,70,63,46,64,69,79,83,88,62,67,56,63,85,50,59,53,63,57,67,44,70,50,62,63,15,16,13,13,8,70
170342,P. Huntington,30,70,Right,1,2,2,6'3,176lbs,26,35,75,44,29,26,24,35,53,38,42,44,30,61,37,38,68,52,87,21,85,70,26,41,43,65,73,67,67,7,6,12,9,8,70
244582,A. Paločević,24,75,Right,1,4,3,5'11,146lbs,54,48,41,72,54,74,65,63,71,72,73,67,75,73,68,62,59,73,64,66,65,57,53,72,42,73,49,57,44,5,8,11,13,12,70
240743,L. Sequeira,23,78,Right,1,3,3,5'8,152lbs,71,69,52,63,65,78,65,50,62,73,77,74,75,53,81,67,49,64,58,68,28,24,68,65,55,67,35,28,29,7,13,14,6,12,70
184935,A. Bouka Moutou,29,70,Left,1,2,3,5'9,168lbs,69,18,52,69,17,67,45,53,58,72,72,69,68,67,84,16,65,70,62,22,72,68,58,49,51,69,66,68,73,16,6,16,9,13,70
197480,I. Saadi,26,71,Right,1,3,3,5'11,187lbs,42,71,66,61,68,66,59,61,39,65,73,68,65,65,71,78,84,76,78,54,71,18,74,58,68,67,14,19,18,11,9,8,8,7,70
139368,J. Shackell,34,70,Left,1,3,2,6'4,183lbs,42,31,70,62,33,53,42,21,58,60,46,46,56,67,49,52,71,58,80,28,68,70,25,45,42,72,72,66,66,8,9,7,8,6,70
165736,D. Wheater,31,70,Right,1,3,2,6'5,192lbs,29,42,68,57,55,44,39,26,63,50,42,44,42,63,30,64,33,53,91,27,78,66,48,48,38,56,72,72,67,13,15,7,12,11,70
172904,L. Tomlin,29,70,Right,1,3,3,5'11,163lbs,60,68,53,70,65,71,65,72,64,71,62,61,72,63,74,76,58,54,66,71,76,46,68,74,70,66,29,36,33,9,12,13,12,11,70
173160,N. Viola,28,70,Left,1,3,3,5'11,170lbs,71,57,62,75,58,65,70,69,71,70,69,62,70,69,63,67,65,72,71,70,68,63,49,73,61,64,56,57,56,14,6,9,11,11,70
244584,O. Shevchenko,26,72,Right,1,3,1,6'2,179lbs,14,7,14,28,9,11,10,14,29,16,32,15,35,65,33,22,50,22,72,8,22,13,8,48,10,28,11,18,16,69,66,73,71,71,70
230249,Marlinito Dias,34,70,Right,1,3,2,6'2,185lbs,49,36,77,76,43,45,31,54,70,75,53,58,45,78,40,58,45,53,86,44,62,68,69,64,45,73,70,62,51,11,16,9,11,8,70
236393,Marc Cardona,22,79,Right,1,3,3,6'0,150lbs,57,71,65,62,64,70,60,52,50,70,78,78,70,65,59,72,64,59,63,65,33,24,70,58,56,65,28,17,12,8,13,11,6,8,70
200298,J. Rivierez,29,70,Right,1,2,2,6'0,181lbs,65,17,70,65,23,55,43,36,55,63,68,59,57,66,64,46,82,83,81,25,73,70,48,47,51,58,72,71,71,16,15,13,8,15,70
200810,A. Crescenzi,26,71,Right,1,4,2,5'10,157lbs,64,31,59,62,38,61,56,33,57,66,80,78,81,67,80,61,84,91,74,30,75,61,34,35,38,59,65,65,69,13,11,11,10,5,70
231530,José Arnáiz,23,79,Right,1,4,3,5'9,154lbs,63,66,66,65,62,69,58,47,61,68,86,84,87,67,82,82,49,69,62,68,40,29,67,63,67,67,56,27,28,13,15,9,14,13,70
215147,L. Giannetti,24,76,Right,1,2,2,6'0,174lbs,35,32,70,44,32,44,37,59,42,42,66,58,58,61,57,52,87,62,76,33,70,63,26,23,50,50,72,75,79,13,13,13,8,15,70
178283,R. Boffin,30,70,Right,1,2,1,6'5,190lbs,11,13,12,18,17,20,17,15,12,16,56,57,52,67,33,20,72,38,70,20,35,25,13,41,20,56,21,12,11,68,65,70,68,74,70
212332,R. Ramírez,28,70,Right,1,3,3,5'7,154lbs,55,72,62,66,72,71,61,63,52,70,76,75,71,70,76,70,71,69,65,65,63,20,69,65,64,65,42,37,33,13,14,15,16,11,70
219244,D. von Ballmoos,23,79,Right,1,3,1,6'4,198lbs,16,16,13,31,20,17,19,13,27,23,55,46,45,58,51,25,66,34,81,15,23,26,16,36,28,61,9,20,15,71,69,68,68,72,70
166764,T. Carson,30,70,Right,1,2,1,6'1,187lbs,18,17,12,13,15,16,12,19,13,18,55,50,56,65,67,22,65,43,68,14,37,17,18,60,23,50,15,11,12,71,65,67,68,75,70
208493,T. Tawatha,26,70,Left,1,3,2,5'8,154lbs,73,39,59,70,34,72,57,32,63,70,78,78,76,67,77,53,70,66,66,27,57,61,54,52,33,61,64,71,71,11,14,9,9,6,70
169069,J. Martins Pereira,32,70,Right,1,2,3,6'0,172lbs,73,39,59,71,48,69,57,44,68,71,65,63,65,58,63,55,70,75,63,62,72,64,66,52,52,62,68,71,76,11,10,6,16,14,70
162926,P. Gallagher,33,70,Right,1,3,3,6'1,154lbs,77,62,52,70,60,65,78,75,74,72,55,53,66,63,60,79,51,64,67,73,53,49,65,77,65,66,66,62,40,8,8,7,9,6,70
188782,M. Morrison,30,70,Right,1,3,2,6'0,168lbs,25,23,70,61,32,29,38,37,59,52,50,50,52,70,64,40,73,75,79,33,75,66,34,42,30,57,69,72,70,9,10,7,7,4,70
192110,C. Fierro,23,74,Right,1,4,3,5'9,154lbs,67,68,69,65,45,70,63,52,60,70,86,91,89,64,71,67,80,81,63,55,35,35,67,50,64,66,30,27,24,9,9,9,11,10,70
210031,Bruno Moreira,30,70,Right,1,3,3,6'1,174lbs,44,71,76,67,73,65,40,40,46,67,60,61,58,66,56,73,69,67,75,59,72,24,71,53,70,70,35,29,26,10,10,13,11,13,70
188271,F. Ayité,29,70,Right,1,4,3,5'9,163lbs,63,66,58,68,64,71,66,67,59,70,81,84,81,71,76,78,70,77,68,68,48,22,63,65,60,55,45,31,22,16,6,12,14,9,70
190575,F. Zuculini,27,70,Right,2,3,3,5'9,150lbs,61,52,57,74,51,69,57,60,71,73,66,68,72,68,77,72,76,68,65,58,71,66,58,69,46,72,66,68,64,15,6,7,12,7,70
198000,J. Morrow,30,70,Left,1,4,3,5'9,165lbs,64,63,59,70,59,65,69,54,60,68,68,73,66,68,71,72,73,79,71,57,73,69,67,62,52,70,66,71,71,15,6,14,9,12,70
218736,Vítor Gonçalves,26,71,Right,1,3,3,5'8,152lbs,63,57,56,70,69,68,62,49,65,72,67,66,76,70,77,71,59,81,47,68,66,65,68,67,52,60,59,61,55,14,15,8,10,10,70
223344,Wei Shihao,23,75,Right,1,3,3,5'10,141lbs,65,67,43,63,52,74,64,68,58,65,76,87,76,66,74,71,46,81,56,65,63,35,69,63,58,68,33,29,37,10,14,13,8,10,70
199537,J. Cuffaut,30,70,Right,1,3,2,5'11,165lbs,70,33,64,70,30,57,51,50,62,64,71,71,73,71,71,30,80,82,71,30,71,63,49,54,56,69,65,74,67,9,7,10,16,7,70
203889,Y. Touzghar,31,70,Right,1,3,3,5'10,165lbs,51,67,69,62,69,66,40,55,57,67,68,76,80,68,74,70,80,70,73,64,55,18,74,44,62,60,18,20,21,14,14,7,15,12,70
213105,L. Evans,23,75,Right,1,4,3,6'1,194lbs,70,54,47,72,65,64,48,66,76,69,54,52,61,65,64,71,55,74,71,71,67,63,58,72,53,65,61,63,58,6,11,9,15,14,70
236145,Luan Sendeiro,26,70,Right,1,3,2,5'11,172lbs,65,52,74,72,40,55,53,75,78,69,66,71,56,68,50,72,48,65,70,59,62,67,52,72,43,55,71,63,67,11,11,12,12,19,70
180593,Iriome,31,70,Right,1,4,3,6'1,174lbs,65,70,77,66,54,75,44,49,51,77,81,84,76,54,53,66,76,75,68,65,52,39,65,55,38,59,58,35,36,9,15,16,13,7,70
186993,J. Cortés,28,70,Right,1,3,3,5'7,170lbs,66,66,59,73,73,66,69,68,72,68,66,67,72,65,77,71,60,70,73,71,50,61,67,66,65,66,56,68,49,16,11,11,10,16,70
142962,E. Bologna,36,70,Right,1,3,1,6'2,192lbs,21,13,10,22,10,13,16,18,22,20,47,44,40,68,38,24,65,33,70,15,35,17,15,31,25,62,12,22,17,70,68,60,70,70,70
227186,A. Batalla,22,78,Right,1,3,1,6'1,192lbs,17,14,16,25,13,13,13,17,22,18,43,42,37,71,43,22,58,31,68,15,26,23,17,28,23,34,18,18,17,72,64,68,64,75,70
192370,M. Formica,30,70,Right,1,3,3,5'10,154lbs,66,66,65,63,65,74,63,59,67,72,74,72,69,64,74,73,70,49,59,73,52,33,67,72,66,60,34,24,29,14,14,9,13,14,70
199027,J. Robinson,24,75,Left,1,3,2,5'11,148lbs,60,40,64,65,32,58,60,40,59,64,75,72,75,65,80,43,83,69,59,38,68,66,49,57,43,59,72,73,74,14,14,13,10,6,70
240243,Matheus Cunha,19,85,Right,1,4,3,6'0,165lbs,64,69,61,57,61,71,62,56,55,73,78,75,69,67,69,74,73,68,64,68,59,14,68,68,60,64,30,14,24,8,7,13,13,11,70
229748,M. George,24,75,Right,1,3,3,6'2,176lbs,43,68,67,56,57,65,50,50,43,67,91,87,66,65,60,75,90,65,85,52,75,15,65,46,55,64,40,18,16,9,11,8,11,8,70
113524,Nino,38,70,Right,2,4,3,5'7,150lbs,59,76,52,68,59,66,65,68,49,69,62,54,72,83,80,61,71,55,59,69,60,49,84,65,75,83,48,42,37,10,6,15,12,6,70
198517,X. Kouassi,28,70,Right,1,2,3,5'8,150lbs,48,45,51,68,37,65,45,54,65,67,73,69,83,69,85,63,81,84,66,53,80,70,65,63,57,62,68,67,62,12,15,9,16,10,70
225653,G. Kerk,22,75,Right,1,2,3,5'9,150lbs,64,67,58,62,66,71,62,34,55,71,92,89,78,65,76,73,78,76,69,64,59,32,69,60,61,70,38,21,20,12,15,12,15,14,70
226677,J. Bacuna,20,77,Right,1,3,3,5'10,163lbs,68,55,61,70,61,77,66,64,68,75,72,67,68,68,64,76,70,70,67,68,78,68,60,67,59,64,68,54,43,6,11,8,14,10,70
228981,Y. Boli,24,73,Right,1,3,3,5'11,172lbs,59,69,70,60,60,72,49,40,48,68,78,76,72,64,63,72,80,61,71,63,66,39,71,56,64,64,29,39,34,12,10,7,9,14,70
236405,Lasure,24,77,Left,1,3,2,5'9,159lbs,64,31,62,66,40,58,72,48,59,62,69,71,63,66,70,66,66,80,70,47,63,67,66,41,44,59,64,76,70,8,10,13,10,9,70
208502,J. Van Rankin,25,74,Right,1,3,3,5'10,154lbs,63,26,60,66,37,66,59,41,64,65,78,79,72,67,74,57,63,78,61,40,66,66,55,59,59,64,67,68,70,7,7,15,13,11,70
220534,S. Luperto,21,80,Left,1,3,2,6'3,165lbs,65,50,70,65,45,52,47,42,54,63,54,54,56,66,61,72,70,68,70,68,64,68,52,43,44,62,70,72,72,12,6,12,11,6,70
164470,Pita,33,70,Right,1,3,2,6'2,179lbs,75,59,59,77,44,58,81,73,75,73,39,29,45,74,34,79,54,63,73,65,65,66,69,72,69,77,55,70,65,11,14,9,14,12,70
194934,Dani Jiménez,28,72,Right,1,3,1,5'10,159lbs,30,13,13,34,20,12,24,10,21,20,49,55,66,68,44,35,75,45,54,10,29,25,15,54,25,47,16,13,12,72,67,63,67,71,70
198776,J. Williams,24,74,Right,1,3,3,5'6,132lbs,64,61,39,68,51,73,47,43,66,74,72,61,90,61,89,61,58,62,54,60,55,39,66,69,60,68,48,38,36,8,16,11,10,9,70
224376,Philipe Sampaio,23,77,Right,1,2,2,6'3,183lbs,34,32,70,60,34,41,32,30,54,44,38,45,46,66,41,48,62,70,90,35,68,68,28,30,42,62,71,74,65,16,10,15,13,11,70
229752,D. Sow,21,82,Right,1,4,3,6'0,170lbs,65,48,52,74,64,67,58,48,72,72,76,78,67,64,70,63,64,78,69,66,55,59,63,68,54,64,67,62,54,6,12,9,7,8,70
230520,Sevinho Santos,30,70,Right,1,3,3,5'11,165lbs,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,17,31,31,9,7,9,13,10,70
234873,M. Pajač,25,72,Left,1,2,3,6'1,152lbs,66,64,59,72,54,72,65,68,71,68,76,78,67,69,55,70,55,69,60,70,68,62,62,62,53,65,51,62,62,6,10,6,7,10,70
177273,J. Domínguez,30,70,Right,1,2,2,5'9,161lbs,58,29,67,62,38,55,45,47,57,61,66,68,66,66,63,61,84,70,74,50,71,70,44,56,30,58,70,70,69,10,14,6,11,8,70
210042,J. Wurtz,26,71,Right,1,3,3,6'0,172lbs,57,72,71,64,64,64,53,40,55,63,72,68,70,72,73,75,66,67,74,64,78,61,68,62,67,61,51,65,64,9,12,8,15,13,70
219514,Derley,30,70,Right,1,3,3,6'0,168lbs,59,69,74,67,69,68,58,42,62,68,68,66,69,68,70,72,68,66,77,66,75,28,66,60,73,71,25,31,30,12,9,9,9,7,70
200059,C. Coosemans,25,73,Right,1,4,1,6'1,185lbs,13,12,13,38,17,13,17,15,37,33,43,46,47,68,37,36,71,30,63,14,31,18,9,48,37,57,12,13,16,71,64,71,68,73,70
